timestamp_min,temperature_C,humidity_percent,temperature_rate_C_per_min,condition,time_to_critical_min
1857,6.81,77.13,0.0517,Normal,61.56
1858,6.9,77.09,0.1702,Normal,18.24
1859,7.16,77.66,0.1225,Normal,23.23
1860,7.14,77.64,0.0326,Normal,87.8
1861,7.22,78.06,-0.0257,Normal,
1862,7.09,77.62,-0.0904,Normal,
1863,7.04,77.76,-0.005,Normal,
1864,7.08,78.03,-0.0281,Normal,
1865,6.98,77.45,-0.0137,Normal,
1866,7.05,77.24,-0.0464,Normal,
1867,6.89,77.28,-0.049,Normal,
1868,6.95,77.25,0.0134,Normal,227.1
1869,6.92,77.21,-0.0331,Normal,
1870,6.89,76.87,-0.0434,Normal,
1871,6.83,77.0,-0.0157,Normal,
1872,6.86,77.04,-0.0269,Normal,
1873,6.78,77.0,-0.1269,Normal,
1874,6.6,77.04,-0.0299,Normal,
1875,6.72,76.67,0.0337,Normal,97.38
1876,6.67,76.76,0.0267,Normal,124.83
1877,6.77,76.64,0.0224,Normal,144.04
1878,6.71,76.15,-0.0236,Normal,
1879,6.72,76.66,0.0152,Normal,215.14
1880,6.75,76.66,0.024,Normal,135.75
1881,6.77,76.65,-0.0196,Normal,
1882,6.71,76.86,-0.0235,Normal,
1883,6.72,76.87,-0.03,Normal,
1884,6.65,77.19,-0.0124,Normal,
1885,6.7,77.05,0.0667,Normal,49.52
1886,6.78,76.93,0.0088,Normal,366.3
1887,6.72,76.74,-0.1021,Normal,
1888,6.57,76.86,-0.1441,Normal,
1889,6.43,76.55,-0.1563,Normal,
1890,6.26,76.53,-0.089,Normal,
1891,6.25,76.45,-0.0477,Normal,
1892,6.17,76.15,-0.0231,Normal,
1893,6.2,76.02,0.0312,Normal,121.55
1894,6.23,75.79,0.0199,Normal,189.5
1895,6.24,76.12,0.0307,Normal,122.39
1896,6.29,76.02,0.0337,Normal,109.95
1897,6.31,75.96,0.0106,Normal,347.88
1898,6.31,75.88,-0.0063,Normal,
1899,6.3,75.93,-0.4158,Normal,
1900,5.48,62.12,-0.3417,Normal,
1901,5.62,61.24,0.0343,Normal,127.76
1902,5.55,61.97,0.0604,Normal,73.69
1903,5.74,63.15,0.0863,Normal,49.39
1904,5.72,61.64,0.048,Normal,89.19
1905,5.83,62.78,0.0734,Normal,56.75
1906,5.87,61.94,0.0822,Normal,50.24
1907,6.0,62.62,0.0146,Normal,273.52
1908,5.9,62.55,0.0616,Normal,66.62
1909,6.12,62.92,0.0984,Normal,39.44
1910,6.09,62.36,0.0692,Normal,56.43
1911,6.26,62.07,0.0802,Normal,46.66
1912,6.26,62.05,0.0535,Normal,69.97
1913,6.37,62.55,0.0932,Normal,39.0
1914,6.44,62.9,-0.0315,Normal,
1915,6.3,63.32,0.0713,Normal,51.86
1916,6.58,63.15,0.0785,Normal,43.53
1917,6.46,62.73,0.0038,Normal,939.92
1918,6.59,62.62,0.1582,Normal,21.55
1919,6.78,63.01,-0.054,Normal,
1920,6.48,63.14,-0.0216,Normal,
1921,6.73,63.02,0.1534,Normal,21.3
1922,6.79,63.42,0.1187,Normal,27.04
1923,6.97,63.26,0.0612,Normal,49.54
1924,6.91,63.18,0.016,Normal,192.99
1925,7.0,62.93,0.0967,Normal,31.0
1926,7.11,63.48,0.1208,Normal,23.95
1927,7.24,63.85,0.0094,Normal,292.78
1928,7.13,63.73,-0.0397,Normal,
1929,7.16,63.73,0.0668,Normal,42.48
1930,7.26,63.09,0.1092,Normal,25.09
1931,7.38,62.48,0.0106,Normal,246.35
1932,7.28,63.53,0.0521,Normal,52.21
1933,7.49,63.5,0.0669,Normal,37.59
1934,7.41,63.37,0.0724,Normal,35.75
1935,7.63,63.98,0.1225,Normal,19.33
1936,7.66,64.26,0.0602,Normal,38.86
1937,7.75,63.55,0.0494,Normal,45.48
1938,7.76,63.34,0.0398,Normal,56.37
1939,7.83,64.39,0.0986,Normal,21.99
1940,7.95,64.56,0.0522,Normal,39.17
1941,7.94,64.59,0.0249,Normal,83.05
1942,8.0,64.69,0.0712,Warning,28.01
1943,8.08,64.43,0.1267,Warning,15.16
1944,8.26,64.12,0.0696,Warning,25.03
1945,8.22,64.77,-0.0043,Warning,
1946,8.25,63.77,0.137,Warning,12.78
1947,8.49,64.16,0.0717,Warning,21.05
1948,8.39,64.86,-0.0501,Warning,
1949,8.39,64.05,0.0638,Warning,25.21
1950,8.52,63.78,0.0728,Warning,20.32
1951,8.54,64.65,0.0391,Warning,37.46
1952,8.6,63.98,0.1353,Warning,10.36
1953,8.81,64.69,0.128,Warning,9.31
1954,8.85,64.6,-0.039,Warning,
1955,8.73,64.86,-0.0059,Warning,
1956,8.84,64.33,0.154,Warning,7.52
1957,9.04,64.6,-0.005,Warning,
1958,8.83,65.43,-0.019,Warning,
1959,9.0,64.71,0.063,Warning,15.88
1960,8.96,65.7,0.0286,Warning,36.42
1961,9.06,65.07,0.1671,Warning,5.64
1962,9.29,65.27,0.1092,Warning,6.47
1963,9.28,64.47,-0.0089,Warning,
1964,9.28,65.28,0.0309,Warning,23.46
1965,9.34,65.33,0.1197,Warning,5.54
1966,9.51,65.69,0.0424,Warning,11.44
1967,9.42,66.23,0.0634,Warning,9.11
1968,9.64,65.4,0.1526,Warning,2.35
1969,9.73,66.4,-0.0282,Warning,
1970,9.58,65.41,-0.0787,Warning,
1971,9.57,65.63,0.1322,Warning,3.26
1972,9.85,65.58,0.129,Warning,1.17
1973,9.83,64.83,0.0603,Warning,2.86
1974,9.97,66.28,0.0625,Warning,0.48
1975,9.95,65.93,-0.0177,Warning,
1976,9.93,65.98,0.0679,Warning,0.96
1977,10.09,65.55,0.0923,Critical,0.0
1978,10.12,65.74,0.091,Critical,0.0
1979,10.27,65.43,0.0745,Critical,0.0
1980,10.27,65.98,0.0007,Critical,0.0
1981,10.27,66.77,0.0417,Critical,0.0
1982,10.35,65.83,0.0648,Critical,0.0
1983,10.4,66.87,0.1163,Critical,0.0
1984,10.58,65.83,0.1434,Critical,0.0
1985,10.69,66.33,0.0482,Critical,0.0
1986,10.68,66.16,-0.0142,Critical,0.0
1987,10.66,66.49,0.0279,Critical,0.0
1988,10.74,67.13,0.0392,Critical,0.0
1989,10.74,67.06,0.0774,Critical,0.0
1990,10.89,66.62,0.1441,Critical,0.0
1991,11.03,66.3,0.099,Critical,0.0
1992,11.09,65.52,-0.0021,Critical,0.0
1993,11.02,66.28,-0.0247,Critical,0.0
1994,11.04,66.61,0.1042,Critical,0.0
1995,11.23,67.03,0.1198,Critical,0.0
1996,11.28,66.53,0.0593,Critical,0.0
1997,11.35,66.9,0.0878,Critical,0.0
1998,11.45,67.21,0.0465,Critical,0.0
1999,11.44,66.59,-0.0036,Critical,0.0
2000,11.45,66.78,0.0462,Critical,0.0
2001,11.53,67.16,0.1147,Critical,0.0
2002,11.68,67.08,0.0733,Critical,0.0
2003,11.68,67.21,0.0108,Critical,0.0
2004,11.7,66.83,-0.0109,Critical,0.0
2005,11.66,66.97,0.0996,Critical,0.0
2006,11.9,67.02,0.1207,Critical,0.0
2007,11.9,67.54,0.0619,Critical,0.0
2008,12.02,66.97,0.1094,Critical,0.0
2009,12.12,67.9,-0.006,Critical,0.0
2010,12.01,67.17,0.0678,Critical,0.0
2011,12.26,67.49,0.0164,Critical,0.0
2012,12.04,67.04,0.0024,Critical,0.0
2013,12.26,67.18,0.1323,Critical,0.0
2014,12.31,67.71,0.1285,Critical,0.0
2015,12.52,67.63,0.1194,Critical,0.0
2016,12.55,68.37,0.0589,Critical,0.0
2017,12.63,67.96,-0.0614,Critical,0.0
2018,12.42,68.08,0.0446,Critical,0.0
2019,12.72,67.92,-3.3894,Critical,0.0
2020,5.64,71.33,-3.5316,Normal,
2021,5.66,71.52,-0.0564,Normal,
2022,5.53,71.6,-0.0273,Normal,
2023,5.61,71.49,0.0653,Normal,67.26
2024,5.66,72.2,0.0239,Normal,181.85
2025,5.65,72.29,-0.0337,Normal,
2026,5.59,72.34,-0.0111,Normal,
2027,5.63,72.39,-0.0224,Normal,
2028,5.55,72.44,0.0177,Normal,251.42
2029,5.67,72.55,0.097,Normal,44.69
2030,5.74,72.49,0.0685,Normal,62.16
2031,5.8,72.56,-0.008,Normal,
2032,5.73,72.64,-0.0777,Normal,
2033,5.65,72.48,-0.0321,Normal,
2034,5.66,72.56,-0.04,Normal,
2035,5.57,72.82,-0.0247,Normal,
2036,5.61,72.65,-0.0386,Normal,
2037,5.49,72.61,-0.0793,Normal,
2038,5.46,72.64,-0.0324,Normal,
2039,5.43,72.14,-0.0301,Normal,
2040,5.4,72.06,0.0098,Normal,469.26
2041,5.45,71.88,0.0925,Normal,49.24
2042,5.58,71.41,0.1196,Normal,36.96
2043,5.69,71.35,0.0868,Normal,49.69
2044,5.75,71.37,0.08,Normal,53.1
2045,5.85,71.27,0.0016,Normal,2537.47
2046,5.76,71.63,-0.0485,Normal,
2047,5.75,71.68,0.0449,Normal,94.8
2048,5.85,71.43,0.0732,Normal,56.73
2049,5.89,71.28,0.0185,Normal,221.52
2050,5.88,71.3,-0.0653,Normal,
2051,5.76,71.1,-0.006,Normal,
2052,5.87,71.32,0.0515,Normal,80.1
2053,5.87,71.38,-0.0143,Normal,
2054,5.84,71.72,-0.0198,Normal,
2055,5.83,71.78,0.0378,Normal,110.3
2056,5.92,71.59,0.1082,Normal,37.72
2057,6.04,71.2,0.1275,Normal,31.02
2058,6.17,71.11,0.0555,Normal,68.96
2059,6.15,70.64,-0.0279,Normal,
2060,6.12,70.38,-0.0425,Normal,
2061,6.07,70.34,0.014,Normal,280.61
2062,6.15,70.4,0.0506,Normal,76.13
2063,6.17,70.12,-0.0229,Normal,
2064,6.1,70.57,-0.0646,Normal,
2065,6.04,70.99,-0.0391,Normal,
2066,6.02,70.99,0.0331,Normal,120.2
2067,6.11,71.3,0.0384,Normal,101.4
2068,6.1,71.21,-0.0067,Normal,
2069,6.09,71.29,0.0334,Normal,116.87
2070,6.17,71.29,0.0604,Normal,63.47
2071,6.22,71.7,0.04,Normal,94.59
2072,6.25,71.78,-0.0455,Normal,
2073,6.12,71.12,-0.0452,Normal,
2074,6.16,71.1,-0.0051,Normal,
2075,6.11,71.16,-0.023,Normal,
2076,6.11,71.44,0.001,Normal,3783.47
2077,6.12,71.26,0.0431,Normal,90.21
2078,6.2,71.2,0.0607,Normal,62.71
2079,6.24,71.08,-0.0049,Normal,
2080,6.19,71.1,-0.0255,Normal,
2081,6.19,71.22,-0.0102,Normal,
2082,6.17,70.76,-0.0281,Normal,
2083,6.13,70.96,-0.0292,Normal,
2084,6.11,70.9,0.0276,Normal,141.26
2085,6.19,70.72,-0.0223,Normal,
2086,6.06,70.68,-0.0811,Normal,
2087,6.02,70.44,-0.0264,Normal,
2088,6.01,70.56,-0.0074,Normal,
2089,6.01,70.64,0.0722,Normal,55.31
2090,6.15,70.55,0.0837,Normal,45.97
2091,6.18,70.43,-0.0227,Normal,
2092,6.11,70.28,-0.053,Normal,
2093,6.07,70.37,0.0748,Normal,52.53
2094,6.26,70.19,0.0773,Normal,48.41
2095,6.22,70.18,-0.0008,Normal,
2096,6.26,70.24,0.0672,Normal,55.71
2097,6.36,69.64,-0.0441,Normal,
2098,6.17,69.51,-0.0516,Normal,
2099,6.26,69.12,-0.0764,Normal,
2100,6.02,69.26,-0.1106,Normal,
2101,6.03,68.99,-0.0297,Normal,
2102,5.96,68.75,-0.035,Normal,
2103,5.96,68.59,0.0242,Normal,166.85
2104,6.0,67.88,-0.0145,Normal,
2105,5.94,67.6,-0.0445,Normal,
2106,5.92,67.46,0.0217,Normal,188.58
2107,5.98,67.0,0.0337,Normal,119.19
2108,5.98,67.14,0.0761,Normal,52.8
2109,6.13,67.02,0.0872,Normal,44.34
2110,6.16,66.56,-0.0827,Normal,
2111,5.97,66.78,-0.0959,Normal,
2112,5.97,67.07,-0.0552,Normal,
2113,5.86,67.2,0.0198,Normal,209.14
2114,6.01,67.31,0.0858,Normal,46.55
2115,6.03,67.31,-0.0518,Normal,
2116,5.9,67.65,-0.0873,Normal,
2117,5.85,67.77,-0.087,Normal,
2118,5.73,67.48,-0.0051,Normal,
2119,5.84,67.39,0.1155,Normal,35.99
2120,5.96,67.37,-0.0155,Normal,
2121,5.81,67.59,-0.0973,Normal,
2122,5.76,67.77,-0.0226,Normal,
2123,5.77,67.38,0.0076,Normal,558.53
2124,5.78,67.93,0.0263,Normal,160.53
2125,5.82,67.92,0.0627,Normal,66.65
2126,5.9,67.97,0.0514,Normal,79.68
2127,5.92,67.7,0.0177,Normal,229.96
2128,5.94,67.96,-0.0241,Normal,
2129,5.87,68.31,-0.0371,Normal,
2130,5.87,68.09,0.0362,Normal,114.08
2131,5.95,68.02,0.0703,Normal,57.68
2132,6.01,67.95,0.028,Normal,142.68
2133,6.0,68.07,0.0092,Normal,432.57
2134,6.03,67.57,-0.0332,Normal,
2135,5.94,67.8,-0.0501,Normal,
2136,5.92,67.67,-0.0596,Normal,
2137,5.82,67.4,-0.1352,Normal,
2138,5.65,67.38,-0.1048,Normal,
2139,5.61,67.14,-0.0267,Normal,
2140,5.6,67.23,0.081,Normal,54.31
2141,5.77,66.85,0.1301,Normal,32.52
2142,5.86,67.09,0.0152,Normal,272.08
2143,5.8,67.14,-0.0495,Normal,
2144,5.76,67.19,0.0421,Normal,100.75
2145,5.88,67.34,0.0807,Normal,51.01
2146,5.92,67.23,-0.039,Normal,
2147,5.81,67.18,-0.0111,Normal,
2148,5.9,66.8,0.0061,Normal,676.22
2149,5.82,66.83,-0.0816,Normal,
2150,5.74,66.63,-0.0563,Normal,
2151,5.7,66.29,-0.0559,Normal,
2152,5.63,66.47,-0.0913,Normal,
2153,5.52,66.07,-0.0775,Normal,
2154,5.47,66.25,-0.0331,Normal,
2155,5.46,66.13,-0.0061,Normal,
2156,5.46,65.7,0.0216,Normal,210.58
2157,5.5,65.79,0.0034,Normal,1317.67
2158,5.47,66.05,-0.0615,Normal,
2159,5.38,66.33,-0.0389,Normal,
2160,5.39,66.24,0.0054,Normal,856.41
2161,5.39,66.22,0.048,Normal,96.08
2162,5.48,65.95,0.0183,Normal,246.61
2163,5.42,66.21,-0.0543,Normal,
2164,5.38,66.43,0.0442,Normal,104.72
2165,5.51,66.33,0.0952,Normal,47.13
2166,5.57,66.04,0.0574,Normal,77.18
2167,5.63,66.09,0.0491,Normal,89.05
2168,5.66,65.93,-0.0475,Normal,
2169,5.53,66.06,-0.149,Normal,
2170,5.37,65.98,-0.0449,Normal,
2171,5.44,66.03,0.1156,Normal,39.44
2172,5.6,66.28,0.0518,Normal,85.02
2173,5.55,66.29,-0.0281,Normal,
2174,5.54,65.89,-0.0395,Normal,
2175,5.47,65.75,-0.1191,Normal,
2176,5.3,65.76,-0.0914,Normal,
2177,5.28,65.35,0.0062,Normal,760.03
2178,5.32,65.53,0.0252,Normal,185.51
2179,5.33,65.44,0.0327,Normal,142.52
2180,5.38,65.61,0.036,Normal,128.46
2181,5.41,65.41,0.0234,Normal,196.66
2182,5.43,65.71,-0.0128,Normal,
2183,5.38,66.23,-0.0449,Normal,
2184,5.34,66.24,-0.0479,Normal,
2185,5.28,66.3,-0.0966,Normal,
2186,5.15,66.16,-0.1134,Normal,
2187,5.06,66.19,-0.0039,Normal,
2188,5.14,66.35,-0.0551,Normal,
2189,4.95,66.86,-0.0831,Normal,
2190,4.97,66.67,0.0181,Normal,277.89
2191,4.98,66.71,-0.0204,Normal,
2192,4.93,66.76,-0.051,Normal,
2193,4.88,66.66,-0.0518,Normal,
2194,4.83,66.3,-0.0216,Normal,
2195,4.84,66.45,0.0264,Normal,195.3
2196,4.88,66.66,0.0336,Normal,152.53
2197,4.91,66.52,0.0466,Normal,109.41
2198,4.97,66.18,-0.0024,Normal,
2199,4.9,65.94,0.0072,Normal,710.65
2200,4.99,66.18,0.0627,Normal,79.96
2201,5.03,66.45,-0.0157,Normal,
2202,4.96,66.53,-0.0402,Normal,
2203,4.95,66.74,-0.0096,Normal,
2204,4.94,66.65,0.017,Normal,297.37
2205,4.98,66.87,-0.0051,Normal,
2206,4.93,66.85,-0.0691,Normal,
2207,4.84,66.23,-0.0343,Normal,
2208,4.86,66.38,0.0185,Normal,277.94
2209,4.88,65.89,-0.0036,Normal,
2210,4.85,65.34,0.0408,Normal,126.35
2211,4.96,65.07,0.105,Normal,48.0
2212,5.06,65.3,0.0142,Normal,348.02
2213,4.99,65.02,-0.022,Normal,
2214,5.02,64.81,0.0181,Normal,275.11
2215,5.02,64.69,-0.0671,Normal,
2216,4.88,64.13,-0.0622,Normal,
2217,4.9,63.99,-0.0131,Normal,
2218,4.86,64.16,0.0248,Normal,207.29
2219,4.95,64.1,0.0333,Normal,151.58
2220,4.92,64.22,-0.0679,Normal,
2221,4.81,64.28,-0.0322,Normal,
2222,4.86,64.45,-0.0554,Normal,
2223,4.7,64.26,-0.1126,Normal,
2224,4.63,64.28,-0.0159,Normal,
2225,4.67,64.66,-0.0006,Normal,
2226,4.63,64.53,0.0262,Normal,204.97
2227,4.72,64.61,0.0967,Normal,54.56
2228,4.83,64.68,0.0044,Normal,1170.32
2229,4.73,64.34,-0.1083,Normal,
2230,4.61,64.51,-0.0145,Normal,
2231,4.7,64.97,0.0813,Normal,65.17
2232,4.77,65.26,0.0105,Normal,496.85
2233,4.73,64.97,0.0108,Normal,488.31
2234,4.79,65.08,0.0383,Normal,135.95
2235,4.8,65.18,0.0172,Normal,301.79
2236,4.83,65.5,0.0647,Normal,79.91
2237,4.93,65.63,0.0856,Normal,59.19
2238,5.0,65.76,0.0154,Normal,325.07
2239,4.96,65.95,-0.0742,Normal,
2240,4.85,66.21,-0.1036,Normal,
2241,4.75,66.28,-0.0816,Normal,
2242,4.69,66.42,-0.0352,Normal,
2243,4.68,66.02,0.0155,Normal,343.59
2244,4.72,65.88,0.0521,Normal,101.43
2245,4.79,65.88,0.0511,Normal,102.06
2246,4.82,65.64,-0.0078,Normal,
2247,4.77,65.53,0.0107,Normal,488.74
2248,4.84,65.95,0.0021,Normal,2502.61
2249,4.78,66.21,-0.119,Normal,
2250,4.6,65.92,-0.1251,Normal,
2251,4.53,65.58,-0.1017,Normal,
2252,4.4,65.68,-0.0719,Normal,
2253,4.38,65.78,0.0191,Normal,294.76
2254,4.44,65.84,0.0539,Normal,103.13
2255,4.49,65.83,-0.0212,Normal,
2256,4.4,66.09,-0.071,Normal,
2257,4.35,65.86,-0.0307,Normal,
2258,4.33,65.63,-0.0238,Normal,
2259,4.3,65.71,-0.0028,Normal,
2260,4.33,65.49,-0.0056,Normal,
2261,4.29,65.76,0.0003,Normal,16417.84
2262,4.33,66.28,0.0671,Normal,84.55
2263,4.42,66.56,-0.0083,Normal,
2264,4.31,66.75,-0.0576,Normal,
2265,4.31,66.62,0.0046,Normal,1238.18
2266,4.32,66.85,0.0268,Normal,212.22
2267,4.36,66.63,0.0497,Normal,113.36
2268,4.42,66.47,0.0384,Normal,145.4
2269,4.44,66.4,-0.0001,Normal,
2270,4.42,66.59,-0.0504,Normal,
2271,4.34,67.08,-0.1145,Normal,
2272,4.19,66.93,-0.058,Normal,
2273,4.22,67.07,0.0108,Normal,535.49
2274,4.21,67.06,0.0124,Normal,466.48
2275,4.25,67.0,0.0721,Normal,79.74
2276,4.36,67.21,0.0906,Normal,62.24
2277,4.43,66.97,0.0317,Normal,175.55
2278,4.42,66.89,-0.0434,Normal,
2279,4.34,66.98,-0.0617,Normal,
2280,4.3,67.15,-0.0643,Normal,
2281,4.21,67.58,-0.0787,Normal,
2282,4.14,67.63,-0.0042,Normal,
2283,4.2,67.49,0.0658,Normal,88.11
2284,4.27,67.18,0.0922,Normal,62.13
2285,4.39,67.18,0.0342,Normal,163.93
2286,4.34,67.11,0.0085,Normal,665.71
2287,4.41,66.96,0.0024,Normal,2347.99
2288,4.35,66.91,-0.0771,Normal,
2289,4.25,67.36,-0.0697,Normal,
2290,4.21,67.57,-0.0143,Normal,
2291,4.22,67.33,0.0081,Normal,709.61
2292,4.22,67.52,-0.0078,Normal,
2293,4.21,67.82,0.0333,Normal,173.78
2294,4.29,68.05,0.0225,Normal,254.09
2295,4.25,67.78,-0.0429,Normal,
2296,4.2,67.83,-0.0027,Normal,
2297,4.25,67.29,0.0215,Normal,267.48
2298,4.25,67.33,-0.0114,Normal,
2299,4.22,67.65,0.0058,Normal,1001.06
2300,4.26,67.98,0.0082,Normal,697.43
2301,4.24,68.21,0.0568,Normal,101.46
2302,4.37,68.54,0.0217,Normal,259.16
2303,4.28,68.47,-0.0575,Normal,
2304,4.26,68.6,0.0136,Normal,420.83
2305,4.31,68.39,0.0302,Normal,188.56
2306,4.32,67.88,0.0604,Normal,94.1
2307,4.43,67.75,0.0599,Normal,92.93
2308,4.44,67.68,0.0481,Normal,115.72
2309,4.53,66.97,0.0452,Normal,121.11
2310,4.53,66.94,-0.0188,Normal,
2311,4.49,67.37,-0.0536,Normal,
2312,4.42,67.57,-0.0212,Normal,
2313,4.45,67.88,-0.0124,Normal,
2314,4.4,67.7,0.0172,Normal,326.72
2315,4.48,67.8,-0.018,Normal,
2316,4.36,67.67,-0.0463,Normal,
2317,4.39,67.88,-0.0117,Normal,
2318,4.34,67.15,-0.0062,Normal,
2319,4.38,66.84,-0.0598,Normal,
2320,4.22,66.14,-0.0481,Normal,
2321,4.28,66.17,0.0235,Normal,243.0
2322,4.26,66.52,0.0165,Normal,348.38
2323,4.31,66.92,-0.0302,Normal,
2324,4.2,66.91,-0.1204,Normal,
2325,4.07,66.85,-0.0746,Normal,
2326,4.05,67.01,-0.0081,Normal,
2327,4.06,67.17,0.03,Normal,198.35
2328,4.11,67.71,0.0155,Normal,379.14
2329,4.09,67.47,-0.0028,Normal,
2330,4.11,67.27,0.0691,Normal,85.24
2331,4.23,67.2,0.0367,Normal,157.5
2332,4.18,67.08,0.0061,Normal,951.75
2333,4.24,67.04,0.0031,Normal,1876.59
2334,4.19,67.46,-0.0599,Normal,
2335,4.12,67.47,-0.0082,Normal,
2336,4.17,67.06,0.0453,Normal,128.66
2337,4.21,66.8,0.0521,Normal,111.09
2338,4.28,66.55,0.0606,Normal,94.43
2339,4.33,66.83,0.0622,Normal,91.19
2340,4.4,66.89,0.0252,Normal,222.18
2341,4.38,66.75,0.0496,Normal,113.31
2342,4.5,66.57,0.0174,Normal,316.9
2343,4.42,66.74,-0.0733,Normal,
2344,4.35,66.5,-0.0896,Normal,
2345,4.24,66.38,-0.0611,Normal,
2346,4.23,66.44,0.0347,Normal,166.07
2347,4.31,66.58,0.0304,Normal,187.19
2348,4.29,66.53,0.0128,Normal,447.01
2349,4.33,66.84,0.0255,Normal,222.64
2350,4.34,66.73,-0.0347,Normal,
2351,4.26,66.37,-0.0131,Normal,
2352,4.32,66.51,0.0497,Normal,114.27
2353,4.36,66.48,0.0794,Normal,71.03
2354,4.47,66.36,0.0945,Normal,58.48
2355,4.55,66.35,0.0139,Normal,392.67
2356,4.5,66.49,-0.0079,Normal,
2357,4.54,66.58,0.0196,Normal,278.3
2358,4.54,66.57,0.0988,Normal,55.25
2359,4.73,66.87,0.1244,Normal,42.33
2360,4.79,66.9,0.0692,Normal,75.28
2361,4.87,67.03,0.0413,Normal,124.08
2362,4.87,66.95,-0.0022,Normal,
2363,4.87,66.16,0.0052,Normal,989.59
2364,4.88,66.04,0.0721,Normal,70.93
2365,5.01,66.04,0.0161,Normal,308.95
2366,4.92,66.03,-0.0894,Normal,
2367,4.83,66.15,-0.0302,Normal,
2368,4.86,66.39,-0.02,Normal,
2369,4.79,66.4,-0.0862,Normal,
2370,4.68,66.57,-0.0338,Normal,
2371,4.72,66.7,0.0208,Normal,253.39
2372,4.72,66.8,0.0642,Normal,82.12
2373,4.85,66.73,0.0697,Normal,73.83
2374,4.86,66.46,-0.0292,Normal,
2375,4.79,66.48,0.0094,Normal,552.19
2376,4.88,66.42,0.0347,Normal,147.38
2377,4.86,66.32,-0.0308,Normal,
2378,4.82,66.39,-0.0813,Normal,
2379,4.7,66.71,-0.0865,Normal,
2380,4.65,66.89,-0.0774,Normal,
2381,4.55,67.06,-0.0239,Normal,
2382,4.6,67.15,-0.0129,Normal,
2383,4.52,67.22,-0.0871,Normal,
2384,4.43,67.15,-0.0061,Normal,
2385,4.51,67.35,0.0418,Normal,131.43
2386,4.51,67.11,0.0264,Normal,207.72
2387,4.56,67.11,-0.067,Normal,
2388,4.38,67.31,-0.0938,Normal,
2389,4.37,67.61,-0.0448,Normal,
2390,4.29,66.81,-0.0326,Normal,
2391,4.31,66.89,-0.0565,Normal,
2392,4.17,66.64,0.0426,Normal,136.84
2393,4.39,66.57,0.1394,Normal,40.2
2394,4.45,66.4,-0.0544,Normal,
2395,4.28,66.36,-0.0942,Normal,
2396,4.26,66.26,-0.0152,Normal,
2397,4.25,66.33,-0.0106,Normal,
2398,4.24,66.01,0.0134,Normal,428.3
2399,4.28,65.52,-0.0626,Normal,
2400,4.12,65.71,-0.0617,Normal,
2401,4.16,65.69,-0.0355,Normal,
2402,4.05,65.52,-0.0663,Normal,
2403,4.03,65.12,-0.0401,Normal,
2404,3.97,65.28,0.0275,Normal,219.17
2405,4.08,65.18,0.0874,Normal,67.77
2406,4.14,64.7,0.0566,Normal,103.45
2407,4.19,64.5,0.0387,Normal,150.15
2408,4.22,64.44,0.0651,Normal,88.8
2409,4.32,64.22,0.0779,Normal,72.85
2410,4.37,64.15,0.0188,Normal,299.7
2411,4.36,64.1,-0.0402,Normal,
2412,4.29,64.1,-0.0363,Normal,
2413,4.29,64.16,0.0009,Normal,6532.59
2414,4.3,64.36,0.0403,Normal,141.48
2415,4.37,64.09,0.0717,Normal,78.54
2416,4.44,63.8,0.0583,Normal,95.45
2417,4.49,63.95,-0.0529,Normal,
2418,4.33,63.98,-0.0952,Normal,
2419,4.3,63.79,0.0353,Normal,161.63
2420,4.4,63.62,0.0218,Normal,256.96
2421,4.34,63.64,-0.0048,Normal,
2422,4.39,63.61,0.0741,Normal,75.68
2423,4.49,63.74,-0.0405,Normal,
2424,4.31,63.61,-0.1096,Normal,
2425,4.27,63.73,-0.1275,Normal,
2426,4.06,64.36,-0.0838,Normal,
2427,4.1,64.4,0.0685,Normal,86.12
2428,4.2,64.99,0.0821,Normal,70.71
2429,4.26,65.22,0.0401,Normal,143.18
2430,4.28,65.19,-0.0138,Normal,
2431,4.24,64.98,-0.0465,Normal,
2432,4.18,64.64,-0.0305,Normal,
2433,4.18,64.22,0.0046,Normal,1265.58
2434,4.19,64.21,0.0135,Normal,429.82
2435,4.2,64.08,0.129,Normal,44.95
2436,4.45,64.42,0.0733,Normal,75.73
2437,4.35,64.48,-0.0741,Normal,
2438,4.3,64.23,-0.0779,Normal,
2439,4.19,64.34,-0.0809,Normal,
2440,4.14,64.58,0.0125,Normal,469.0
2441,4.22,64.92,0.0057,Normal,1022.17
2442,4.15,65.04,-0.0088,Normal,
2443,4.2,64.92,-0.0056,Normal,
2444,4.14,65.32,-0.0218,Normal,
2445,4.16,65.48,-0.0238,Normal,
2446,4.09,65.18,-0.0557,Normal,
2447,4.05,65.15,-0.0653,Normal,
2448,3.96,65.15,-0.1101,Normal,
2449,3.83,64.87,-0.0407,Normal,
2450,3.88,65.02,0.0112,Normal,548.34
2451,3.85,64.76,-0.0568,Normal,
2452,3.77,64.67,-0.0153,Normal,
2453,3.82,64.9,0.0059,Normal,1044.38
2454,3.78,64.61,-0.0091,Normal,
2455,3.8,64.41,-0.01,Normal,
2456,3.76,64.74,0.0124,Normal,505.24
2457,3.82,64.78,-0.0178,Normal,
2458,3.72,64.83,-0.0084,Normal,
2459,3.81,64.74,0.0966,Normal,64.14
2460,3.92,65.06,0.1206,Normal,50.45
2461,4.05,65.14,0.09,Normal,66.09
